"M2ID","B1SPWBU2","B1STINC1","B1PAGE_M2.x","B1PGENDER","B2DN_STR","race","marital","B1SQ2","B1SQ1","B1SQ3","B2DNEGAV","meanNA","sdNA","gender"
10005,48,0,80,2,0,1,0,10,10,10,0,0.00875,0.024749,0
10005,48,0,80,2,0,1,0,10,10,10,0,0.00875,0.024749,0
10005,48,0,80,2,0,1,0,10,10,10,0,0.00875,0.024749,0
10005,48,0,80,2,0,1,0,10,10,10,0.07,0.00875,0.024749,0
10005,48,0,80,2,0,1,0,10,10,10,0,0.00875,0.024749,0
10005,48,0,80,2,0,1,0,10,10,10,0,0.00875,0.024749,0
10005,48,0,80,2,0,1,0,10,10,10,0,0.00875,0.024749,0
10005,48,0,80,2,0,1,0,10,10,10,0,0.00875,0.024749,0
10015,38,126250,53,2,0,1,1,8,7,9,0.14,0.13375,0.130706,0
10015,38,126250,53,2,0,1,1,8,7,9,0,0.13375,0.130706,0
10015,38,126250,53,2,0,1,1,8,7,9,0.07,0.13375,0.130706,0
10015,38,126250,53,2,0,1,1,8,7,9,0.07,0.13375,0.130706,0
10015,38,126250,53,2,1,1,1,8,7,9,0.36,0.13375,0.130706,0
10015,38,126250,53,2,1,1,1,8,7,9,0.14,0.13375,0.130706,0
10015,38,126250,53,2,0,1,1,8,7,9,0,0.13375,0.130706,0
10015,38,126250,53,2,0,1,1,8,7,9,0.29,0.13375,0.130706,0
10019,40,162500,51,1,0,1,1,7,8,8,0,0.152857,0.157873,1
10019,40,162500,51,1,0,1,1,7,8,8,0.07,0.152857,0.157873,1
10019,40,162500,51,1,0,1,1,7,8,8,0.14,0.152857,0.157873,1
10019,40,162500,51,1,1,1,1,7,8,8,0.29,0.152857,0.157873,1
10019,40,162500,51,1,0,1,1,7,8,8,0,0.152857,0.157873,1
10019,40,162500,51,1,1,1,1,7,8,8,0.07,0.152857,0.157873,1
10019,40,162500,51,1,1,1,1,7,8,8,0.43,0.152857,0.157873,1
10019,40,162500,51,1,1,1,1,7,8,8,0.14,0.152857,0.157873,1
10023,36,14000,78,2,0,1,0,9,8,3,0.07,0.212857,0.125129,0
10023,36,14000,78,2,0,1,0,9,8,3,0.21,0.212857,0.125129,0
10023,36,14000,78,2,1,1,0,9,8,3,0.21,0.212857,0.125129,0
10023,36,14000,78,2,1,1,0,9,8,3,0.14,0.212857,0.125129,0
10023,36,14000,78,2,1,1,0,9,8,3,0,0.212857,0.125129,0
10023,36,14000,78,2,1,1,0,9,8,3,0.36,0.212857,0.125129,0
10023,36,14000,78,2,0,1,0,9,8,3,0.21,0.212857,0.125129,0
10023,36,14000,78,2,0,1,0,9,8,3,0.36,0.212857,0.125129,0
10028,48,38750,63,2,2,1,1,5,9,9,0,0.2775,0.221279,0
10028,48,38750,63,2,2,1,1,5,9,9,0.43,0.2775,0.221279,0
10028,48,38750,63,2,3,1,1,5,9,9,0.36,0.2775,0.221279,0
10028,48,38750,63,2,1,1,1,5,9,9,0,0.2775,0.221279,0
10028,48,38750,63,2,0,1,1,5,9,9,0.43,0.2775,0.221279,0
10028,48,38750,63,2,2,1,1,5,9,9,0.57,0.2775,0.221279,0
10028,48,38750,63,2,2,1,1,5,9,9,0.07,0.2775,0.221279,0
10028,48,38750,63,2,3,1,1,5,9,9,0.36,0.2775,0.221279,0
10037,22,63500,42,1,0,1,1,5,5,8,0,0.155,0.19491,1
10037,22,63500,42,1,0,1,1,5,5,8,0.07,0.155,0.19491,1
10037,22,63500,42,1,0,1,1,5,5,8,0.14,0.155,0.19491,1
10037,22,63500,42,1,1,1,1,5,5,8,0.43,0.155,0.19491,1
10037,22,63500,42,1,0,1,1,5,5,8,0,0.155,0.19491,1
10037,22,63500,42,1,0,1,1,5,5,8,0,0.155,0.19491,1
10037,22,63500,42,1,0,1,1,5,5,8,0.07,0.155,0.19491,1
10037,22,63500,42,1,2,1,1,5,5,8,0.36,0.155,0.19491,1
10040,42,151250,49,1,3,1,1,4,8,9,0.07,0.08875,0.100062,1
10040,42,151250,49,1,2,1,1,4,8,9,0,0.08875,0.100062,1
10040,42,151250,49,1,1,1,1,4,8,9,0.29,0.08875,0.100062,1
10040,42,151250,49,1,3,1,1,4,8,9,0.14,0.08875,0.100062,1
10040,42,151250,49,1,0,1,1,4,8,9,0.07,0.08875,0.100062,1
10040,42,151250,49,1,0,1,1,4,8,9,0,0.08875,0.100062,1
10040,42,151250,49,1,1,1,1,4,8,9,0.14,0.08875,0.100062,1
10040,42,151250,49,1,0,1,1,4,8,9,0,0.08875,0.100062,1
10046,31,44250,43,2,0,1,1,7,8,9,0.07,0.081429,0.145651,0
10046,31,44250,43,2,0,1,1,7,8,9,0,0.081429,0.145651,0
10046,31,44250,43,2,0,1,1,7,8,9,0,0.081429,0.145651,0
10046,31,44250,43,2,0,1,1,7,8,9,0,0.081429,0.145651,0
10046,31,44250,43,2,0,1,1,7,8,9,0.36,0.081429,0.145651,0
10046,31,44250,43,2,0,1,1,7,8,9,0,0.081429,0.145651,0
10046,31,44250,43,2,1,1,1,7,8,9,0.21,0.081429,0.145651,0
10046,31,44250,43,2,0,1,1,7,8,9,0,0.081429,0.145651,0
10047,40,17000,45,2,2,1,0,8,7,9,1.1,0.20875,0.37506,0
10047,40,17000,45,2,0,1,0,8,7,9,0,0.20875,0.37506,0
10047,40,17000,45,2,0,1,0,8,7,9,0.14,0.20875,0.37506,0
10047,40,17000,45,2,0,1,0,8,7,9,0,0.20875,0.37506,0
10047,40,17000,45,2,1,1,0,8,7,9,0,0.20875,0.37506,0
10047,40,17000,45,2,0,1,0,8,7,9,0,0.20875,0.37506,0
10047,40,17000,45,2,1,1,0,8,7,9,0.29,0.20875,0.37506,0
10047,40,17000,45,2,0,1,0,8,7,9,0.14,0.20875,0.37506,0
10060,46,90500,58,1,4,1,1,8,9,9,1,0.56125,0.318857,1
10060,46,90500,58,1,1,1,1,8,9,9,0.07,0.56125,0.318857,1
10060,46,90500,58,1,1,1,1,8,9,9,0.5,0.56125,0.318857,1
10060,46,90500,58,1,1,1,1,8,9,9,0.71,0.56125,0.318857,1
10060,46,90500,58,1,1,1,1,8,9,9,0.21,0.56125,0.318857,1
10060,46,90500,58,1,3,1,1,8,9,9,0.86,0.56125,0.318857,1
10060,46,90500,58,1,2,1,1,8,9,9,0.43,0.56125,0.318857,1
10060,46,90500,58,1,1,1,1,8,9,9,0.71,0.56125,0.318857,1
10061,47,146750,81,1,1,1,1,8,8,8,0,0.07125,0.153011,1
10061,47,146750,81,1,0,1,1,8,8,8,0,0.07125,0.153011,1
10061,47,146750,81,1,0,1,1,8,8,8,0.14,0.07125,0.153011,1
10061,47,146750,81,1,0,1,1,8,8,8,0.43,0.07125,0.153011,1
10061,47,146750,81,1,1,1,1,8,8,8,0,0.07125,0.153011,1
10061,47,146750,81,1,0,1,1,8,8,8,0,0.07125,0.153011,1
10061,47,146750,81,1,1,1,1,8,8,8,0,0.07125,0.153011,1
10061,47,146750,81,1,1,1,1,8,8,8,0,0.07125,0.153011,1
10063,48,115000,48,2,0,1,0,6,8,9,0,0.02,0.052915,0
10063,48,115000,48,2,0,1,0,6,8,9,0,0.02,0.052915,0
10063,48,115000,48,2,0,1,0,6,8,9,0,0.02,0.052915,0
10063,48,115000,48,2,0,1,0,6,8,9,0,0.02,0.052915,0
10063,48,115000,48,2,0,1,0,6,8,9,0,0.02,0.052915,0
10063,48,115000,48,2,0,1,0,6,8,9,0.14,0.02,0.052915,0
10063,48,115000,48,2,0,1,0,6,8,9,0.07,0.02,0.052915,0
10063,48,115000,48,2,0,1,0,6,8,9,0,0.02,0.052915,0
10093,45,120000,57,2,1,1,1,7,9,10,0.43,0.34,0.186471,0
10093,45,120000,57,2,2,1,1,7,9,10,0.5,0.34,0.186471,0
10093,45,120000,57,2,3,1,1,7,9,10,0.29,0.34,0.186471,0
10093,45,120000,57,2,2,1,1,7,9,10,0.5,0.34,0.186471,0
10093,45,120000,57,2,3,1,1,7,9,10,0.5,0.34,0.186471,0
10093,45,120000,57,2,2,1,1,7,9,10,0.36,0.34,0.186471,0
10093,45,120000,57,2,1,1,1,7,9,10,0,0.34,0.186471,0
10093,45,120000,57,2,2,1,1,7,9,10,0.14,0.34,0.186471,0
10097,40,15000,67,1,1,1,1,8,8,8,0,0.2225,0.178225,1
10097,40,15000,67,1,0,1,1,8,8,8,0.14,0.2225,0.178225,1
10097,40,15000,67,1,0,1,1,8,8,8,0.43,0.2225,0.178225,1
10097,40,15000,67,1,0,1,1,8,8,8,0.14,0.2225,0.178225,1
10097,40,15000,67,1,0,1,1,8,8,8,0.14,0.2225,0.178225,1
10097,40,15000,67,1,0,1,1,8,8,8,0.07,0.2225,0.178225,1
10097,40,15000,67,1,0,1,1,8,8,8,0.43,0.2225,0.178225,1
10097,40,15000,67,1,0,1,1,8,8,8,0.43,0.2225,0.178225,1
10098,27,23750,61,2,0,1,0,6,8,6,0,0.174286,0.198482,0
10098,27,23750,61,2,1,1,0,6,8,6,0.36,0.174286,0.198482,0
10098,27,23750,61,2,2,1,0,6,8,6,0,0.174286,0.198482,0
10098,27,23750,61,2,0,1,0,6,8,6,0.36,0.174286,0.198482,0
10098,27,23750,61,2,1,1,0,6,8,6,0.43,0.174286,0.198482,0
10098,27,23750,61,2,0,1,0,6,8,6,0.07,0.174286,0.198482,0
10098,27,23750,61,2,1,1,0,6,8,6,0.07,0.174286,0.198482,0
10098,27,23750,61,2,1,1,0,6,8,6,0,0.174286,0.198482,0
10100,36,87500,48,1,1,1,0,6,7,6,0.07,0.07875,0.078819,1
10100,36,87500,48,1,0,1,0,6,7,6,0,0.07875,0.078819,1
10100,36,87500,48,1,1,1,0,6,7,6,0,0.07875,0.078819,1
10100,36,87500,48,1,0,1,0,6,7,6,0.14,0.07875,0.078819,1
10100,36,87500,48,1,0,1,0,6,7,6,0.14,0.07875,0.078819,1
10100,36,87500,48,1,0,1,0,6,7,6,0,0.07875,0.078819,1
10100,36,87500,48,1,0,1,0,6,7,6,0.21,0.07875,0.078819,1
10100,36,87500,48,1,0,1,0,6,7,6,0.07,0.07875,0.078819,1
10107,39,73750,58,1,0,1,1,7,9,10,0,0.06125,0.094934,1
10107,39,73750,58,1,0,1,1,7,9,10,0,0.06125,0.094934,1
10107,39,73750,58,1,1,1,1,7,9,10,0.21,0.06125,0.094934,1
10107,39,73750,58,1,2,1,1,7,9,10,0,0.06125,0.094934,1
10107,39,73750,58,1,1,1,1,7,9,10,0.07,0.06125,0.094934,1
10107,39,73750,58,1,1,1,1,7,9,10,0.21,0.06125,0.094934,1
10107,39,73750,58,1,0,1,1,7,9,10,0,0.06125,0.094934,1
10107,39,73750,58,1,0,1,1,7,9,10,0,0.06125,0.094934,1
10108,42,184500,45,2,0,1,1,9,9,9,0,0.07,0.064807,0
10108,42,184500,45,2,0,1,1,9,9,9,0.07,0.07,0.064807,0
10108,42,184500,45,2,0,1,1,9,9,9,0.14,0.07,0.064807,0
10108,42,184500,45,2,1,1,1,9,9,9,0.14,0.07,0.064807,0
10108,42,184500,45,2,1,1,1,9,9,9,0.14,0.07,0.064807,0
10108,42,184500,45,2,0,1,1,9,9,9,0,0.07,0.064807,0
10108,42,184500,45,2,1,1,1,9,9,9,0.07,0.07,0.064807,0
10108,42,184500,45,2,1,1,1,9,9,9,0,0.07,0.064807,0
10118,46,86250,54,1,0,1,1,7,8,8,0.07,0.07,0.098995,1
10118,46,86250,54,1,0,1,1,7,8,8,0.07,0.07,0.098995,1
10118,46,86250,54,1,0,1,1,7,8,8,0,0.07,0.098995,1
10118,46,86250,54,1,0,1,1,7,8,8,0.07,0.07,0.098995,1
10118,46,86250,54,1,0,1,1,7,8,8,0.07,0.07,0.098995,1
10118,46,86250,54,1,2,1,1,7,8,8,0.21,0.07,0.098995,1
10118,46,86250,54,1,0,1,1,7,8,8,0.07,0.07,0.098995,1
10118,46,86250,54,1,0,1,1,7,8,8,0,0.07,0.098995,1
10119,32,59250,50,2,1,1,1,5,7,5,0.21,0.3075,0.225119,0
10119,32,59250,50,2,4,1,1,5,7,5,0.5,0.3075,0.225119,0
10119,32,59250,50,2,2,1,1,5,7,5,0.21,0.3075,0.225119,0
10119,32,59250,50,2,2,1,1,5,7,5,0.21,0.3075,0.225119,0
10119,32,59250,50,2,1,1,1,5,7,5,0.62,0.3075,0.225119,0
10119,32,59250,50,2,1,1,1,5,7,5,0.57,0.3075,0.225119,0
10119,32,59250,50,2,2,1,1,5,7,5,0.14,0.3075,0.225119,0
10119,32,59250,50,2,0,1,1,5,7,5,0,0.3075,0.225119,0
10131,43,37000,71,1,0,1,1,9,9,7,0.79,0.172857,0.280993,1
10131,43,37000,71,1,1,1,1,9,9,7,0,0.172857,0.280993,1
10131,43,37000,71,1,0,1,1,9,9,7,0,0.172857,0.280993,1
10131,43,37000,71,1,2,1,1,9,9,7,0.14,0.172857,0.280993,1
10131,43,37000,71,1,0,1,1,9,9,7,0.14,0.172857,0.280993,1
10131,43,37000,71,1,0,1,1,9,9,7,0.07,0.172857,0.280993,1
10131,43,37000,71,1,0,1,1,9,9,7,0,0.172857,0.280993,1
10131,43,37000,71,1,1,1,1,9,9,7,0.14,0.172857,0.280993,1
10134,31,49250,64,2,0,1,1,7,9,8,0,0.04375,0.052082,0
10134,31,49250,64,2,0,1,1,7,9,8,0,0.04375,0.052082,0
10134,31,49250,64,2,0,1,1,7,9,8,0.14,0.04375,0.052082,0
10134,31,49250,64,2,0,1,1,7,9,8,0.07,0.04375,0.052082,0
10134,31,49250,64,2,0,1,1,7,9,8,0.07,0.04375,0.052082,0
10134,31,49250,64,2,0,1,1,7,9,8,0.07,0.04375,0.052082,0
10134,31,49250,64,2,0,1,1,7,9,8,0,0.04375,0.052082,0
10134,31,49250,64,2,0,1,1,7,9,8,0,0.04375,0.052082,0
10137,43,276000,57,1,0,1,1,8,8,8,0.07,0.081429,0.162319,1
10137,43,276000,57,1,2,1,1,8,8,8,0.43,0.081429,0.162319,1
10137,43,276000,57,1,0,1,1,8,8,8,0,0.081429,0.162319,1
10137,43,276000,57,1,1,1,1,8,8,8,0.14,0.081429,0.162319,1
10137,43,276000,57,1,0,1,1,8,8,8,0,0.081429,0.162319,1
10137,43,276000,57,1,1,1,1,8,8,8,0,0.081429,0.162319,1
10137,43,276000,57,1,0,1,1,8,8,8,0,0.081429,0.162319,1
10137,43,276000,57,1,0,1,1,8,8,8,0,0.081429,0.162319,1
10141,42,60010,54,1,1,1,1,8,10,10,0.36,0.43125,0.328131,1
10141,42,60010,54,1,0,1,1,8,10,10,0.43,0.43125,0.328131,1
10141,42,60010,54,1,0,1,1,8,10,10,0.14,0.43125,0.328131,1
10141,42,60010,54,1,1,1,1,8,10,10,1.1,0.43125,0.328131,1
10141,42,60010,54,1,0,1,1,8,10,10,0.21,0.43125,0.328131,1
10141,42,60010,54,1,1,1,1,8,10,10,0.36,0.43125,0.328131,1
10141,42,60010,54,1,1,1,1,8,10,10,0.71,0.43125,0.328131,1
10141,42,60010,54,1,0,1,1,8,10,10,0.14,0.43125,0.328131,1
10143,45,186250,57,1,0,1,1,9,9,9,0,0.01,0.026458,1
10143,45,186250,57,1,1,1,1,9,9,9,0.07,0.01,0.026458,1
10143,45,186250,57,1,1,1,1,9,9,9,0,0.01,0.026458,1
10143,45,186250,57,1,0,1,1,9,9,9,0,0.01,0.026458,1
10143,45,186250,57,1,0,1,1,9,9,9,0.07,0.01,0.026458,1
10143,45,186250,57,1,0,1,1,9,9,9,0,0.01,0.026458,1
10143,45,186250,57,1,0,1,1,9,9,9,0,0.01,0.026458,1
10143,45,186250,57,1,0,1,1,9,9,9,0,0.01,0.026458,1
10145,48,89500,68,2,1,1,1,8,10,10,0.14,0.02625,0.052082,0
10145,48,89500,68,2,0,1,1,8,10,10,0,0.02625,0.052082,0
10145,48,89500,68,2,2,1,1,8,10,10,0.07,0.02625,0.052082,0
10145,48,89500,68,2,1,1,1,8,10,10,0,0.02625,0.052082,0
10145,48,89500,68,2,0,1,1,8,10,10,0,0.02625,0.052082,0
10145,48,89500,68,2,0,1,1,8,10,10,0,0.02625,0.052082,0
10145,48,89500,68,2,1,1,1,8,10,10,0,0.02625,0.052082,0
10145,48,89500,68,2,1,1,1,8,10,10,0,0.02625,0.052082,0
10154,36,53410,63,2,1,1,1,8,7,6,0.07,0.491429,0.468595,0
10154,36,53410,63,2,1,1,1,8,7,6,0.14,0.491429,0.468595,0
10154,36,53410,63,2,1,1,1,8,7,6,0.93,0.491429,0.468595,0
10154,36,53410,63,2,0,1,1,8,7,6,0.07,0.491429,0.468595,0
10154,36,53410,63,2,1,1,1,8,7,6,0.14,0.491429,0.468595,0
10154,36,53410,63,2,1,1,1,8,7,6,0.57,0.491429,0.468595,0
10154,36,53410,63,2,2,1,1,8,7,6,1.3,0.491429,0.468595,0
10154,36,53410,63,2,1,1,1,8,7,6,0.29,0.491429,0.468595,0
10158,48,57500,60,1,1,1,1,8,8,9,0.14,0.12,0.096609,1
10158,48,57500,60,1,0,1,1,8,8,9,0,0.12,0.096609,1
10158,48,57500,60,1,0,1,1,8,8,9,0,0.12,0.096609,1
10158,48,57500,60,1,0,1,1,8,8,9,0.21,0.12,0.096609,1
10158,48,57500,60,1,0,1,1,8,8,9,0.07,0.12,0.096609,1
10158,48,57500,60,1,0,1,1,8,8,9,0.21,0.12,0.096609,1
10158,48,57500,60,1,0,1,1,8,8,9,0.21,0.12,0.096609,1
10158,48,57500,60,1,0,1,1,8,8,9,0.07,0.12,0.096609,1
10164,31,39500,77,2,1,1,0,7,7,8,0,0.1075,0.187674,0
10164,31,39500,77,2,0,1,0,7,7,8,0,0.1075,0.187674,0
10164,31,39500,77,2,1,1,0,7,7,8,0.29,0.1075,0.187674,0
10164,31,39500,77,2,1,1,0,7,7,8,0,0.1075,0.187674,0
10164,31,39500,77,2,1,1,0,7,7,8,0.07,0.1075,0.187674,0
10164,31,39500,77,2,0,1,0,7,7,8,0,0.1075,0.187674,0
10164,31,39500,77,2,0,1,0,7,7,8,0.5,0.1075,0.187674,0
10164,31,39500,77,2,0,1,0,7,7,8,0,0.1075,0.187674,0
10170,40,57500,41,1,1,1,1,8,8,8,0.5,0.36625,0.271869,1
10170,40,57500,41,1,1,1,1,8,8,8,0.14,0.36625,0.271869,1
10170,40,57500,41,1,3,1,1,8,8,8,0.71,0.36625,0.271869,1
10170,40,57500,41,1,0,1,1,8,8,8,0.29,0.36625,0.271869,1
10170,40,57500,41,1,1,1,1,8,8,8,0.79,0.36625,0.271869,1
10170,40,57500,41,1,1,1,1,8,8,8,0.07,0.36625,0.271869,1
10170,40,57500,41,1,1,1,1,8,8,8,0.14,0.36625,0.271869,1
10170,40,57500,41,1,0,1,1,8,8,8,0.29,0.36625,0.271869,1
10172,33,13000,67,2,0,1,0,9,8,8,0,0.02625,0.036228,0
10172,33,13000,67,2,0,1,0,9,8,8,0,0.02625,0.036228,0
10172,33,13000,67,2,1,1,0,9,8,8,0,0.02625,0.036228,0
10172,33,13000,67,2,0,1,0,9,8,8,0.07,0.02625,0.036228,0
10172,33,13000,67,2,0,1,0,9,8,8,0,0.02625,0.036228,0
10172,33,13000,67,2,2,1,0,9,8,8,0.07,0.02625,0.036228,0
10172,33,13000,67,2,0,1,0,9,8,8,0.07,0.02625,0.036228,0
10172,33,13000,67,2,0,1,0,9,8,8,0,0.02625,0.036228,0
10174,29,32000,69,1,0,1,1,8,6,6,0.21,0.21375,0.180074,1
10174,29,32000,69,1,0,1,1,8,6,6,0.07,0.21375,0.180074,1
10174,29,32000,69,1,0,1,1,8,6,6,0.43,0.21375,0.180074,1
10174,29,32000,69,1,0,1,1,8,6,6,0,0.21375,0.180074,1
10174,29,32000,69,1,0,1,1,8,6,6,0.21,0.21375,0.180074,1
10174,29,32000,69,1,0,1,1,8,6,6,0.36,0.21375,0.180074,1
10174,29,32000,69,1,0,1,1,8,6,6,0,0.21375,0.180074,1
10174,29,32000,69,1,1,1,1,8,6,6,0.43,0.21375,0.180074,1
10175,36,124000,56,1,1,1,1,5,7,9,0.07,0.04375,0.036228,1
10175,36,124000,56,1,0,1,1,5,7,9,0,0.04375,0.036228,1
10175,36,124000,56,1,0,1,1,5,7,9,0,0.04375,0.036228,1
10175,36,124000,56,1,1,1,1,5,7,9,0.07,0.04375,0.036228,1
10175,36,124000,56,1,0,1,1,5,7,9,0.07,0.04375,0.036228,1
10175,36,124000,56,1,1,1,1,5,7,9,0.07,0.04375,0.036228,1
10175,36,124000,56,1,0,1,1,5,7,9,0.07,0.04375,0.036228,1
10175,36,124000,56,1,0,1,1,5,7,9,0,0.04375,0.036228,1
10186,33,46250,52,2,1,1,1,7,7,7,0.07,0.035,0.052915,0
10186,33,46250,52,2,0,1,1,7,7,7,0,0.035,0.052915,0
10186,33,46250,52,2,0,1,1,7,7,7,0,0.035,0.052915,0
10186,33,46250,52,2,0,1,1,7,7,7,0.14,0.035,0.052915,0
10186,33,46250,52,2,0,1,1,7,7,7,0,0.035,0.052915,0
10186,33,46250,52,2,0,1,1,7,7,7,0.07,0.035,0.052915,0
10186,33,46250,52,2,0,1,1,7,7,7,0,0.035,0.052915,0
10186,33,46250,52,2,0,1,1,7,7,7,0,0.035,0.052915,0
10196,40,43250,61,1,0,1,1,8,9,10,0,0.0175,0.049497,1
10196,40,43250,61,1,0,1,1,8,9,10,0,0.0175,0.049497,1
10196,40,43250,61,1,0,1,1,8,9,10,0,0.0175,0.049497,1
10196,40,43250,61,1,0,1,1,8,9,10,0,0.0175,0.049497,1
10196,40,43250,61,1,0,1,1,8,9,10,0,0.0175,0.049497,1
10196,40,43250,61,1,0,1,1,8,9,10,0,0.0175,0.049497,1
10196,40,43250,61,1,1,1,1,8,9,10,0.14,0.0175,0.049497,1
10196,40,43250,61,1,0,1,1,8,9,10,0,0.0175,0.049497,1
10198,45,23000,78,1,0,1,1,10,10,7,0,0.10625,0.152684,1
10198,45,23000,78,1,0,1,1,10,10,7,0,0.10625,0.152684,1
10198,45,23000,78,1,0,1,1,10,10,7,0.07,0.10625,0.152684,1
10198,45,23000,78,1,1,1,1,10,10,7,0.43,0.10625,0.152684,1
10198,45,23000,78,1,0,1,1,10,10,7,0,0.10625,0.152684,1
10198,45,23000,78,1,0,1,1,10,10,7,0.21,0.10625,0.152684,1
10198,45,23000,78,1,1,1,1,10,10,7,0.14,0.10625,0.152684,1
10198,45,23000,78,1,0,1,1,10,10,7,0,0.10625,0.152684,1
10202,41,132000,65,1,0,1,1,10,10,8,0,0.0625,0.129808,1
10202,41,132000,65,1,0,1,1,10,10,8,0,0.0625,0.129808,1
10202,41,132000,65,1,0,1,1,10,10,8,0,0.0625,0.129808,1
10202,41,132000,65,1,0,1,1,10,10,8,0,0.0625,0.129808,1
10202,41,132000,65,1,0,1,1,10,10,8,0,0.0625,0.129808,1
10202,41,132000,65,1,0,1,1,10,10,8,0.36,0.0625,0.129808,1
10202,41,132000,65,1,0,1,1,10,10,8,0.14,0.0625,0.129808,1
10202,41,132000,65,1,1,1,1,10,10,8,0,0.0625,0.129808,1
10211,43,39250,65,2,0,1,1,9,9,8,0.07,0.0625,0.105119,0
10211,43,39250,65,2,0,1,1,9,9,8,0,0.0625,0.105119,0
10211,43,39250,65,2,1,1,1,9,9,8,0,0.0625,0.105119,0
10211,43,39250,65,2,1,1,1,9,9,8,0,0.0625,0.105119,0
10211,43,39250,65,2,1,1,1,9,9,8,0,0.0625,0.105119,0
10211,43,39250,65,2,1,1,1,9,9,8,0.14,0.0625,0.105119,0
10211,43,39250,65,2,1,1,1,9,9,8,0.29,0.0625,0.105119,0
10211,43,39250,65,2,0,1,1,9,9,8,0,0.0625,0.105119,0
10221,26,52500,50,2,0,1,1,6,6,6,0.07,0.771429,0.855695,0
10221,26,52500,50,2,2,1,1,6,6,6,0.86,0.771429,0.855695,0
10221,26,52500,50,2,0,1,1,6,6,6,2,0.771429,0.855695,0
10221,26,52500,50,2,0,1,1,6,6,6,1.9,0.771429,0.855695,0
10221,26,52500,50,2,0,1,1,6,6,6,0.07,0.771429,0.855695,0
10221,26,52500,50,2,0,1,1,6,6,6,0.43,0.771429,0.855695,0
10221,26,52500,50,2,0,1,1,6,6,6,0.14,0.771429,0.855695,0
10221,26,52500,50,2,0,1,1,6,6,6,0,0.771429,0.855695,0
10230,39,48750,46,2,2,1,0,6,7,8,0.5,0.378333,0.30433,0
10230,39,48750,46,2,0,1,0,6,7,8,0.07,0.378333,0.30433,0
10230,39,48750,46,2,0,1,0,6,7,8,0,0.378333,0.30433,0
10230,39,48750,46,2,0,1,0,6,7,8,0.07,0.378333,0.30433,0
10230,39,48750,46,2,1,1,0,6,7,8,0.71,0.378333,0.30433,0
10230,39,48750,46,2,2,1,0,6,7,8,0.71,0.378333,0.30433,0
10230,39,48750,46,2,0,1,0,6,7,8,0.21,0.378333,0.30433,0
10230,39,48750,46,2,0,1,0,6,7,8,0.14,0.378333,0.30433,0
10231,34,46000,71,2,0,1,1,8,7,9,0,0.03625,0.10253,0
10231,34,46000,71,2,0,1,1,8,7,9,0,0.03625,0.10253,0
10231,34,46000,71,2,1,1,1,8,7,9,0,0.03625,0.10253,0
10231,34,46000,71,2,0,1,1,8,7,9,0,0.03625,0.10253,0
10231,34,46000,71,2,0,1,1,8,7,9,0,0.03625,0.10253,0
10231,34,46000,71,2,0,1,1,8,7,9,0,0.03625,0.10253,0
10231,34,46000,71,2,0,1,1,8,7,9,0,0.03625,0.10253,0
10231,34,46000,71,2,0,1,1,8,7,9,0.29,0.03625,0.10253,0
10248,42,24000,65,2,1,1,1,7,9,9,0.29,0.05375,0.100561,0
10248,42,24000,65,2,1,1,1,7,9,9,0.07,0.05375,0.100561,0
10248,42,24000,65,2,0,1,1,7,9,9,0,0.05375,0.100561,0
10248,42,24000,65,2,0,1,1,7,9,9,0.07,0.05375,0.100561,0
10248,42,24000,65,2,0,1,1,7,9,9,0,0.05375,0.100561,0
10248,42,24000,65,2,0,1,1,7,9,9,0,0.05375,0.100561,0
10248,42,24000,65,2,0,1,1,7,9,9,0,0.05375,0.100561,0
10248,42,24000,65,2,1,1,1,7,9,9,0,0.05375,0.100561,0
10253,39,21250,63,1,0,0,1,8,7,7,0.07,0.354,0.232228,1
10253,39,21250,63,1,0,0,1,8,7,7,0.57,0.354,0.232228,1
10253,39,21250,63,1,0,0,1,8,7,7,0.21,0.354,0.232228,1
10253,39,21250,63,1,0,0,1,8,7,7,0.14,0.354,0.232228,1
10253,39,21250,63,1,0,0,1,8,7,7,0.21,0.354,0.232228,1
10253,39,21250,63,1,1,0,1,8,7,7,0.64,0.354,0.232228,1
10253,39,21250,63,1,0,0,1,8,7,7,0.07,0.354,0.232228,1
10253,39,21250,63,1,0,0,1,8,7,7,0.07,0.354,0.232228,1
10256,45,37000,66,2,0,1,1,9,10,8,0.21,0.36625,0.163352,0
10256,45,37000,66,2,1,1,1,9,10,8,0.36,0.36625,0.163352,0
10256,45,37000,66,2,0,1,1,9,10,8,0.29,0.36625,0.163352,0
10256,45,37000,66,2,1,1,1,9,10,8,0.71,0.36625,0.163352,0
10256,45,37000,66,2,0,1,1,9,10,8,0.21,0.36625,0.163352,0
10256,45,37000,66,2,1,1,1,9,10,8,0.29,0.36625,0.163352,0
10256,45,37000,66,2,0,1,1,9,10,8,0.43,0.36625,0.163352,0
10256,45,37000,66,2,0,1,1,9,10,8,0.43,0.36625,0.163352,0
10260,40,57500,65,1,1,1,1,8,8,8,0.21,0.061429,0.085328,1
10260,40,57500,65,1,0,1,1,8,8,8,0,0.061429,0.085328,1
10260,40,57500,65,1,0,1,1,8,8,8,0.07,0.061429,0.085328,1
10260,40,57500,65,1,0,1,1,8,8,8,0,0.061429,0.085328,1
