"M2ID","B1SPWBU2","B1STINC1","B1PAGE_M2.x","B1PGENDER","B2DN_STR","race","marital","B1SQ2","B1SQ1","B1SQ3","B2DNEGAV","meanNA","sdNA","gender"
12140,41,57500,47,2,0,1,1,9,7,8,0.21,0.23125,0.166514,0
12140,41,57500,47,2,0,1,1,9,7,8,0,0.23125,0.166514,0
12140,41,57500,47,2,2,1,1,9,7,8,0.36,0.23125,0.166514,0
12147,30,73500,61,1,1,1,1,9,9,9,0,0.18875,0.206012,1
12147,30,73500,61,1,0,1,1,9,9,9,0.57,0.18875,0.206012,1
12147,30,73500,61,1,1,1,1,9,9,9,0.29,0.18875,0.206012,1
12147,30,73500,61,1,1,1,1,9,9,9,0.29,0.18875,0.206012,1
12147,30,73500,61,1,1,1,1,9,9,9,0.29,0.18875,0.206012,1
12147,30,73500,61,1,0,1,1,9,9,9,0,0.18875,0.206012,1
12147,30,73500,61,1,0,1,1,9,9,9,0,0.18875,0.206012,1
12147,30,73500,61,1,0,1,1,9,9,9,0.07,0.18875,0.206012,1
12152,47,98750,40,2,0,1,1,9,7,8,0.07,1.65,0.353553,0
12152,47,98750,40,2,0,1,1,9,7,8,0.07,1.65,0.353553,0
12152,47,98750,40,2,0,1,1,9,7,8,0.07,1.65,0.353553,0
12152,47,98750,40,2,0,1,1,9,7,8,0.07,1.65,0.353553,0
12152,47,98750,40,2,3,1,1,9,7,8,1.9,1.65,0.353553,0
12152,47,98750,40,2,0,1,1,9,7,8,0.07,1.65,0.353553,0
12152,47,98750,40,2,0,1,1,9,7,8,0.07,1.65,0.353553,0
12152,47,98750,40,2,1,1,1,9,7,8,1.4,1.65,0.353553,0
12161,32,150000,46,2,0,1,1,6,8,8,0.07,0.2325,0.198692,0
12161,32,150000,46,2,1,1,1,6,8,8,0.43,0.2325,0.198692,0
12161,32,150000,46,2,0,1,1,6,8,8,0.43,0.2325,0.198692,0
12161,32,150000,46,2,0,1,1,6,8,8,0,0.2325,0.198692,0
12161,32,150000,46,2,0,1,1,6,8,8,0.14,0.2325,0.198692,0
12161,32,150000,46,2,0,1,1,6,8,8,0.36,0.2325,0.198692,0
12161,32,150000,46,2,1,1,1,6,8,8,0.43,0.2325,0.198692,0
12161,32,150000,46,2,0,1,1,6,8,8,0,0.2325,0.198692,0
12162,36,41750,61,2,1,1,1,9,9,9,0.57,0.203333,0.241053,0
12162,36,41750,61,2,0,1,1,9,9,9,0,0.203333,0.241053,0
12162,36,41750,61,2,0,1,1,9,9,9,0,0.203333,0.241053,0
12162,36,41750,61,2,1,1,1,9,9,9,0.29,0.203333,0.241053,0
12162,36,41750,61,2,0,1,1,9,9,9,0,0.203333,0.241053,0
12162,36,41750,61,2,1,1,1,9,9,9,0.36,0.203333,0.241053,0
12162,36,41750,61,2,0,1,1,9,9,9,0.07,0.203333,0.241053,0
12162,36,41750,61,2,0,1,1,9,9,9,0.07,0.203333,0.241053,0
12166,45,91250,45,1,0,1,1,8,8,8,0,0.035,0.074833,1
12166,45,91250,45,1,0,1,1,8,8,8,0,0.035,0.074833,1
12166,45,91250,45,1,1,1,1,8,8,8,0,0.035,0.074833,1
12166,45,91250,45,1,1,1,1,8,8,8,0.21,0.035,0.074833,1
12166,45,91250,45,1,0,1,1,8,8,8,0,0.035,0.074833,1
12166,45,91250,45,1,0,1,1,8,8,8,0,0.035,0.074833,1
12166,45,91250,45,1,0,1,1,8,8,8,0,0.035,0.074833,1
12166,45,91250,45,1,1,1,1,8,8,8,0.07,0.035,0.074833,1
12167,39,254500,64,2,0,1,1,7,7,7,0.07,0.106667,0.228707,0
12167,39,254500,64,2,1,1,1,7,7,7,0,0.106667,0.228707,0
12167,39,254500,64,2,0,1,1,7,7,7,0,0.106667,0.228707,0
12167,39,254500,64,2,0,1,1,7,7,7,0.07,0.106667,0.228707,0
12167,39,254500,64,2,0,1,1,7,7,7,0.07,0.106667,0.228707,0
12167,39,254500,64,2,1,1,1,7,7,7,0,0.106667,0.228707,0
12167,39,254500,64,2,1,1,1,7,7,7,0.57,0.106667,0.228707,0
12167,39,254500,64,2,0,1,1,7,7,7,0,0.106667,0.228707,0
12174,49,217500,49,1,0,1,1,8,9,10,0.07,0.035,0.052915,1
12174,49,217500,49,1,1,1,1,8,9,10,0.14,0.035,0.052915,1
12174,49,217500,49,1,0,1,1,8,9,10,0,0.035,0.052915,1
12174,49,217500,49,1,0,1,1,8,9,10,0,0.035,0.052915,1
12174,49,217500,49,1,0,1,1,8,9,10,0,0.035,0.052915,1
12174,49,217500,49,1,0,1,1,8,9,10,0,0.035,0.052915,1
12174,49,217500,49,1,0,1,1,8,9,10,0,0.035,0.052915,1
12174,49,217500,49,1,0,1,1,8,9,10,0.07,0.035,0.052915,1
12188,39,190500,59,2,0,1,1,6,8,8,0.14,0.0175,0.049497,0
12188,39,190500,59,2,0,1,1,6,8,8,0,0.0175,0.049497,0
12188,39,190500,59,2,1,1,1,6,8,8,0,0.0175,0.049497,0
12188,39,190500,59,2,0,1,1,6,8,8,0,0.0175,0.049497,0
12188,39,190500,59,2,0,1,1,6,8,8,0,0.0175,0.049497,0
12188,39,190500,59,2,0,1,1,6,8,8,0,0.0175,0.049497,0
12188,39,190500,59,2,0,1,1,6,8,8,0,0.0175,0.049497,0
12188,39,190500,59,2,0,1,1,6,8,8,0,0.0175,0.049497,0
12193,43,65000,37,1,1,1,1,9,9,9,2.6,1.023333,0.994438,1
12193,43,65000,37,1,1,1,1,9,9,9,0.14,1.023333,0.994438,1
12193,43,65000,37,1,0,1,1,9,9,9,0.71,1.023333,0.994438,1
12193,43,65000,37,1,0,1,1,9,9,9,0.07,1.023333,0.994438,1
12193,43,65000,37,1,0,1,1,9,9,9,0.29,1.023333,0.994438,1
12193,43,65000,37,1,0,1,1,9,9,9,0.07,1.023333,0.994438,1
12193,43,65000,37,1,0,1,1,9,9,9,1.9,1.023333,0.994438,1
12193,43,65000,37,1,1,1,1,9,9,9,0.5,1.023333,0.994438,1
12195,39,102500,43,2,0,1,1,8,9,9,0,0.09875,0.128,0
12195,39,102500,43,2,0,1,1,8,9,9,0,0.09875,0.128,0
12195,39,102500,43,2,0,1,1,8,9,9,0.07,0.09875,0.128,0
12195,39,102500,43,2,2,1,1,8,9,9,0.29,0.09875,0.128,0
12195,39,102500,43,2,0,1,1,8,9,9,0,0.09875,0.128,0
12195,39,102500,43,2,0,1,1,8,9,9,0,0.09875,0.128,0
12195,39,102500,43,2,0,1,1,8,9,9,0.29,0.09875,0.128,0
12195,39,102500,43,2,1,1,1,8,9,9,0.14,0.09875,0.128,0
12197,26,57750,50,2,0,1,1,6,6,6,0,0.27125,0.375098,0
12197,26,57750,50,2,1,1,1,6,6,6,0,0.27125,0.375098,0
12197,26,57750,50,2,0,1,1,6,6,6,0,0.27125,0.375098,0
12197,26,57750,50,2,1,1,1,6,6,6,0.21,0.27125,0.375098,0
12197,26,57750,50,2,1,1,1,6,6,6,0.43,0.27125,0.375098,0
12197,26,57750,50,2,0,1,1,6,6,6,0.07,0.27125,0.375098,0
12197,26,57750,50,2,1,1,1,6,6,6,0.36,0.27125,0.375098,0
12197,26,57750,50,2,1,1,1,6,6,6,1.1,0.27125,0.375098,0
12199,37,47250,60,2,0,1,1,8,8,8,0,0.111429,0.147697,0
12199,37,47250,60,2,0,1,1,8,8,8,0,0.111429,0.147697,0
12199,37,47250,60,2,0,1,1,8,8,8,0,0.111429,0.147697,0
12199,37,47250,60,2,0,1,1,8,8,8,0.36,0.111429,0.147697,0
12199,37,47250,60,2,0,1,1,8,8,8,0.07,0.111429,0.147697,0
12199,37,47250,60,2,0,1,1,8,8,8,0,0.111429,0.147697,0
12199,37,47250,60,2,0,1,1,8,8,8,0.21,0.111429,0.147697,0
12199,37,47250,60,2,1,1,1,8,8,8,0.21,0.111429,0.147697,0
12202,35,12908,67,2,0,0,0,9,9,9,0,0.2875,0.133497,0
12202,35,12908,67,2,2,0,0,9,9,9,0.36,0.2875,0.133497,0
12202,35,12908,67,2,2,0,0,9,9,9,0.36,0.2875,0.133497,0
12202,35,12908,67,2,1,0,0,9,9,9,0.36,0.2875,0.133497,0
12202,35,12908,67,2,0,0,0,9,9,9,0.21,0.2875,0.133497,0
12202,35,12908,67,2,0,0,0,9,9,9,0.29,0.2875,0.133497,0
12202,35,12908,67,2,0,0,0,9,9,9,0.43,0.2875,0.133497,0
12202,35,12908,67,2,1,0,0,9,9,9,0.29,0.2875,0.133497,0
12203,28,63750,41,2,0,1,0,2,7,9,0.07,0.0525,0.105,0
12203,28,63750,41,2,0,1,0,2,7,9,0,0.0525,0.105,0
12203,28,63750,41,2,1,1,0,2,7,9,0.21,0.0525,0.105,0
12203,28,63750,41,2,0,1,0,2,7,9,0.07,0.0525,0.105,0
12203,28,63750,41,2,0,1,0,2,7,9,0,0.0525,0.105,0
12203,28,63750,41,2,0,1,0,2,7,9,0.07,0.0525,0.105,0
12203,28,63750,41,2,0,1,0,2,7,9,0.07,0.0525,0.105,0
12203,28,63750,41,2,0,1,0,2,7,9,0,0.0525,0.105,0
12214,40,57500,45,1,0,0,1,8,8,8,0.07,0,0,1
12214,40,57500,45,1,0,0,1,8,8,8,0,0,0,1
12214,40,57500,45,1,0,0,1,8,8,8,0,0,0,1
12214,40,57500,45,1,0,0,1,8,8,8,0,0,0,1
12214,40,57500,45,1,0,0,1,8,8,8,0,0,0,1
12214,40,57500,45,1,0,0,1,8,8,8,0,0,0,1
12214,40,57500,45,1,0,0,1,8,8,8,0.07,0,0,1
12214,40,57500,45,1,0,0,1,8,8,8,0.07,0,0,1
12223,43,176250,54,2,0,1,1,8,8,6,0,0.0625,0.150499,0
12223,43,176250,54,2,0,1,1,8,8,6,0,0.0625,0.150499,0
12223,43,176250,54,2,0,1,1,8,8,6,0,0.0625,0.150499,0
12223,43,176250,54,2,0,1,1,8,8,6,0,0.0625,0.150499,0
12223,43,176250,54,2,0,1,1,8,8,6,0,0.0625,0.150499,0
12223,43,176250,54,2,0,1,1,8,8,6,0,0.0625,0.150499,0
12223,43,176250,54,2,1,1,1,8,8,6,0.43,0.0625,0.150499,0
12223,43,176250,54,2,0,1,1,8,8,6,0.07,0.0625,0.150499,0
12224,22,28000,50,2,0,1,1,6,4,4,1.4,0.975,0.842072,0
12224,22,28000,50,2,0,1,1,6,4,4,0.14,0.975,0.842072,0
12224,22,28000,50,2,1,1,1,6,4,4,2.2,0.975,0.842072,0
12224,22,28000,50,2,2,1,1,6,4,4,2.2,0.975,0.842072,0
12224,22,28000,50,2,0,1,1,6,4,4,0.43,0.975,0.842072,0
12224,22,28000,50,2,0,1,1,6,4,4,0.64,0.975,0.842072,0
12224,22,28000,50,2,0,1,1,6,4,4,0.43,0.975,0.842072,0
12224,22,28000,50,2,0,1,1,6,4,4,0.36,0.975,0.842072,0
12227,38,37750,44,1,0,1,1,7,7,9,0.07,0.458571,0.378745,1
12227,38,37750,44,1,1,1,1,7,7,9,0.14,0.458571,0.378745,1
12227,38,37750,44,1,2,1,1,7,7,9,0.93,0.458571,0.378745,1
12227,38,37750,44,1,1,1,1,7,7,9,0.57,0.458571,0.378745,1
12227,38,37750,44,1,0,1,1,7,7,9,1,0.458571,0.378745,1
12227,38,37750,44,1,1,1,1,7,7,9,0.14,0.458571,0.378745,1
12227,38,37750,44,1,1,1,1,7,7,9,0.29,0.458571,0.378745,1
12227,38,37750,44,1,0,1,1,7,7,9,0.14,0.458571,0.378745,1
12228,39,29000,82,2,1,1,1,9,7,7,0.64,0.142857,0.257016,0
12228,39,29000,82,2,0,1,1,9,7,7,0,0.142857,0.257016,0
12228,39,29000,82,2,1,1,1,9,7,7,0,0.142857,0.257016,0
12228,39,29000,82,2,0,1,1,9,7,7,0,0.142857,0.257016,0
12228,39,29000,82,2,0,1,1,9,7,7,0,0.142857,0.257016,0
12228,39,29000,82,2,1,1,1,9,7,7,0.36,0.142857,0.257016,0
12228,39,29000,82,2,0,1,1,9,7,7,0.07,0.142857,0.257016,0
12228,39,29000,82,2,2,1,1,9,7,7,0,0.142857,0.257016,0
12230,43,102750,64,2,0,1,1,7,7,8,0,0.0625,0.176777,0
12230,43,102750,64,2,0,1,1,7,7,8,0,0.0625,0.176777,0
12230,43,102750,64,2,0,1,1,7,7,8,0,0.0625,0.176777,0
12230,43,102750,64,2,1,1,1,7,7,8,0.5,0.0625,0.176777,0
12230,43,102750,64,2,0,1,1,7,7,8,0,0.0625,0.176777,0
12230,43,102750,64,2,0,1,1,7,7,8,0,0.0625,0.176777,0
12230,43,102750,64,2,0,1,1,7,7,8,0,0.0625,0.176777,0
12230,43,102750,64,2,0,1,1,7,7,8,0,0.0625,0.176777,0
12231,47,52500,50,1,0,1,1,9,9,9,0,0.0175,0.032404,1
12231,47,52500,50,1,1,1,1,9,9,9,0,0.0175,0.032404,1
12231,47,52500,50,1,1,1,1,9,9,9,0,0.0175,0.032404,1
12231,47,52500,50,1,0,1,1,9,9,9,0,0.0175,0.032404,1
12231,47,52500,50,1,1,1,1,9,9,9,0,0.0175,0.032404,1
12231,47,52500,50,1,2,1,1,9,9,9,0.07,0.0175,0.032404,1
12231,47,52500,50,1,0,1,1,9,9,9,0,0.0175,0.032404,1
12231,47,52500,50,1,0,1,1,9,9,9,0.07,0.0175,0.032404,1
12232,40,57500,68,2,0,0,0,8,8,8,0.43,0.17625,0.11538,0
12232,40,57500,68,2,0,0,0,8,8,8,0.14,0.17625,0.11538,0
12232,40,57500,68,2,0,0,0,8,8,8,0.14,0.17625,0.11538,0
12232,40,57500,68,2,2,0,0,8,8,8,0.21,0.17625,0.11538,0
12232,40,57500,68,2,0,0,0,8,8,8,0.07,0.17625,0.11538,0
12232,40,57500,68,2,1,0,0,8,8,8,0.21,0.17625,0.11538,0
12232,40,57500,68,2,1,0,0,8,8,8,0.14,0.17625,0.11538,0
12232,40,57500,68,2,0,0,0,8,8,8,0.07,0.17625,0.11538,0
12240,43,23750,40,2,0,1,0,4,5,7,0.5,0.15125,0.177155,0
12240,43,23750,40,2,0,1,0,4,5,7,0.29,0.15125,0.177155,0
12240,43,23750,40,2,1,1,0,4,5,7,0,0.15125,0.177155,0
12240,43,23750,40,2,0,1,0,4,5,7,0,0.15125,0.177155,0
12240,43,23750,40,2,0,1,0,4,5,7,0.07,0.15125,0.177155,0
12240,43,23750,40,2,0,1,0,4,5,7,0.14,0.15125,0.177155,0
12240,43,23750,40,2,0,1,0,4,5,7,0,0.15125,0.177155,0
12240,43,23750,40,2,1,1,0,4,5,7,0.21,0.15125,0.177155,0
12242,44,87500,35,2,3,1,1,3,8,10,0.79,0.5,0.202555,0
12242,44,87500,35,2,1,1,1,3,8,10,0.29,0.5,0.202555,0
12242,44,87500,35,2,3,1,1,3,8,10,0.57,0.5,0.202555,0
12242,44,87500,35,2,1,1,1,3,8,10,0.14,0.5,0.202555,0
12242,44,87500,35,2,4,1,1,3,8,10,0.5,0.5,0.202555,0
12242,44,87500,35,2,2,1,1,3,8,10,0.57,0.5,0.202555,0
12242,44,87500,35,2,1,1,1,3,8,10,0.64,0.5,0.202555,0
12242,44,87500,35,2,2,1,1,3,8,10,0.5,0.5,0.202555,0
12244,38,41250,73,1,0,1,1,10,9,7,0.07,0.05375,0.100561,1
12244,38,41250,73,1,0,1,1,10,9,7,0,0.05375,0.100561,1
12244,38,41250,73,1,0,1,1,10,9,7,0,0.05375,0.100561,1
12244,38,41250,73,1,0,1,1,10,9,7,0.29,0.05375,0.100561,1
12244,38,41250,73,1,0,1,1,10,9,7,0,0.05375,0.100561,1
12244,38,41250,73,1,0,1,1,10,9,7,0,0.05375,0.100561,1
12244,38,41250,73,1,0,1,1,10,9,7,0,0.05375,0.100561,1
12244,38,41250,73,1,0,1,1,10,9,7,0.07,0.05375,0.100561,1
12246,36,0,54,2,1,1,1,5,9,9,0.71,0.16,0.265653,0
12246,36,0,54,2,0,1,1,5,9,9,0,0.16,0.265653,0
12246,36,0,54,2,2,1,1,5,9,9,0.43,0.16,0.265653,0
12246,36,0,54,2,1,1,1,5,9,9,0.07,0.16,0.265653,0
12246,36,0,54,2,0,1,1,5,9,9,0,0.16,0.265653,0
12246,36,0,54,2,0,1,1,5,9,9,0,0.16,0.265653,0
12246,36,0,54,2,0,1,1,5,9,9,0,0.16,0.265653,0
12246,36,0,54,2,0,1,1,5,9,9,0.07,0.16,0.265653,0
12253,32,20000,72,2,0,1,1,9,8,5,0.43,0.33125,0.225353,0
12253,32,20000,72,2,0,1,1,9,8,5,0.36,0.33125,0.225353,0
12253,32,20000,72,2,0,1,1,9,8,5,0.57,0.33125,0.225353,0
12253,32,20000,72,2,0,1,1,9,8,5,0.29,0.33125,0.225353,0
12253,32,20000,72,2,0,1,1,9,8,5,0,0.33125,0.225353,0
12253,32,20000,72,2,0,1,1,9,8,5,0,0.33125,0.225353,0
12253,32,20000,72,2,0,1,1,9,8,5,0.57,0.33125,0.225353,0
12253,32,20000,72,2,1,1,1,9,8,5,0.43,0.33125,0.225353,0
12258,38,24000,62,2,1,1,0,6,7,7,0.64,0.385,0.165529,0
12258,38,24000,62,2,1,1,0,6,7,7,0.36,0.385,0.165529,0
12258,38,24000,62,2,1,1,0,6,7,7,0.36,0.385,0.165529,0
12258,38,24000,62,2,0,1,0,6,7,7,0.29,0.385,0.165529,0
12258,38,24000,62,2,0,1,0,6,7,7,0.07,0.385,0.165529,0
12258,38,24000,62,2,0,1,0,6,7,7,0.5,0.385,0.165529,0
12258,38,24000,62,2,2,1,0,6,7,7,0.43,0.385,0.165529,0
12258,38,24000,62,2,1,1,0,6,7,7,0.43,0.385,0.165529,0
12259,41,75500,49,2,1,1,1,7,7,7,0.29,0.186,0.187163,0
12259,41,75500,49,2,0,1,1,7,7,7,0,0.186,0.187163,0
12259,41,75500,49,2,1,1,1,7,7,7,0.21,0.186,0.187163,0
12259,41,75500,49,2,0,1,1,7,7,7,0,0.186,0.187163,0
12259,41,75500,49,2,2,1,1,7,7,7,0.43,0.186,0.187163,0
12259,41,75500,49,2,0,1,1,7,7,7,0.07,0.186,0.187163,0
12259,41,75500,49,2,0,1,1,7,7,7,0.07,0.186,0.187163,0
12259,41,75500,49,2,0,1,1,7,7,7,0.07,0.186,0.187163,0
12261,40,72500,43,2,1,1,0,7,7,8,0,0.1775,0.205479,0
12261,40,72500,43,2,1,1,0,7,7,8,0.36,0.1775,0.205479,0
12261,40,72500,43,2,0,1,0,7,7,8,0,0.1775,0.205479,0
12261,40,72500,43,2,0,1,0,7,7,8,0.21,0.1775,0.205479,0
12261,40,72500,43,2,1,1,0,7,7,8,0.57,0.1775,0.205479,0
12261,40,72500,43,2,2,1,0,7,7,8,0,0.1775,0.205479,0
12261,40,72500,43,2,2,1,0,7,7,8,0.21,0.1775,0.205479,0
12261,40,72500,43,2,1,1,0,7,7,8,0.07,0.1775,0.205479,0
12264,46,115000,51,1,1,0,1,7,7,10,0.57,0.08,0.199499,1
12264,46,115000,51,1,1,0,1,7,7,10,0,0.08,0.199499,1
12264,46,115000,51,1,0,0,1,7,7,10,0.07,0.08,0.199499,1
12264,46,115000,51,1,0,0,1,7,7,10,0,0.08,0.199499,1
12264,46,115000,51,1,0,0,1,7,7,10,0,0.08,0.199499,1
12264,46,115000,51,1,0,0,1,7,7,10,0,0.08,0.199499,1
12264,46,115000,51,1,0,0,1,7,7,10,0,0.08,0.199499,1
12264,46,115000,51,1,0,0,1,7,7,10,0,0.08,0.199499,1
12266,49,16000,78,2,0,1,0,10,10,9,0.07,0.00875,0.024749,0
12266,49,16000,78,2,0,1,0,10,10,9,0,0.00875,0.024749,0
12266,49,16000,78,2,0,1,0,10,10,9,0,0.00875,0.024749,0
12266,49,16000,78,2,0,1,0,10,10,9,0,0.00875,0.024749,0
12266,49,16000,78,2,0,1,0,10,10,9,0,0.00875,0.024749,0
12266,49,16000,78,2,0,1,0,10,10,9,0,0.00875,0.024749,0
12266,49,16000,78,2,0,1,0,10,10,9,0,0.00875,0.024749,0
12266,49,16000,78,2,0,1,0,10,10,9,0,0.00875,0.024749,0
12268,35,47250,49,1,0,1,1,7,7,9,0.07,0.2,0.171756,1
12268,35,47250,49,1,2,1,1,7,7,9,0,0.2,0.171756,1
12268,35,47250,49,1,0,1,1,7,7,9,0.07,0.2,0.171756,1
12268,35,47250,49,1,0,1,1,7,7,9,0.07,0.2,0.171756,1
12268,35,47250,49,1,0,1,1,7,7,9,0.07,0.2,0.171756,1
12268,35,47250,49,1,2,1,1,7,7,9,0.29,0.2,0.171756,1
12268,35,47250,49,1,1,1,1,7,7,9,0.43,0.2,0.171756,1
12268,35,47250,49,1,3,1,1,7,7,9,0.21,0.2,0.171756,1
12274,42,62500,58,2,1,1,1,10,10,10,0.07,0.0525,0.049497,0
12274,42,62500,58,2,0,1,1,10,10,10,0.07,0.0525,0.049497,0
12274,42,62500,58,2,0,1,1,10,10,10,0,0.0525,0.049497,0
12274,42,62500,58,2,0,1,1,10,10,10,0.14,0.0525,0.049497,0
12274,42,62500,58,2,0,1,1,10,10,10,0,0.0525,0.049497,0
12274,42,62500,58,2,1,1,1,10,10,10,0,0.0525,0.049497,0
12274,42,62500,58,2,0,1,1,10,10,10,0.07,0.0525,0.049497,0
12274,42,62500,58,2,0,1,1,10,10,10,0.07,0.0525,0.049497,0
12282,44,30000,45,1,2,1,1,6,8,9,0.21,0.22375,0.083313,1
12282,44,30000,45,1,1,1,1,6,8,9,0.14,0.22375,0.083313,1
12282,44,30000,45,1,1,1,1,6,8,9,0.07,0.22375,0.083313,1
12282,44,30000,45,1,1,1,1,6,8,9,0.29,0.22375,0.083313,1
12282,44,30000,45,1,1,1,1,6,8,9,0.21,0.22375,0.083313,1
12282,44,30000,45,1,2,1,1,6,8,9,0.29,0.22375,0.083313,1
12282,44,30000,45,1,2,1,1,6,8,9,0.29,0.22375,0.083313,1
12282,44,30000,45,1,1,1,1,6,8,9,0.29,0.22375,0.083313,1
12289,34,28750,53,2,0,1,0,8,8,8,0,0.0625,0.105119,0
12289,34,28750,53,2,1,1,0,8,8,8,0,0.0625,0.105119,0
12289,34,28750,53,2,2,1,0,8,8,8,0,0.0625,0.105119,0
12289,34,28750,53,2,2,1,0,8,8,8,0.14,0.0625,0.105119,0
12289,34,28750,53,2,0,1,0,8,8,8,0.29,0.0625,0.105119,0
12289,34,28750,53,2,0,1,0,8,8,8,0,0.0625,0.105119,0
12289,34,28750,53,2,0,1,0,8,8,8,0.07,0.0625,0.105119,0
12289,34,28750,53,2,0,1,0,8,8,8,0,0.0625,0.105119,0
12290,41,55750,51,1,0,1,1,6,7,8,0,0.02,0.052915,1
12290,41,55750,51,1,0,1,1,6,7,8,0,0.02,0.052915,1
12290,41,55750,51,1,0,1,1,6,7,8,0,0.02,0.052915,1
12290,41,55750,51,1,0,1,1,6,7,8,0,0.02,0.052915,1
12290,41,55750,51,1,0,1,1,6,7,8,0,0.02,0.052915,1
12290,41,55750,51,1,0,1,1,6,7,8,0,0.02,0.052915,1
12290,41,55750,51,1,1,1,1,6,7,8,0.14,0.02,0.052915,1
12290,41,55750,51,1,0,1,1,6,7,8,0.07,0.02,0.052915,1
12294,43,2000,73,2,0,1,0,7,8,8,0,0.128,0.21661,0
12294,43,2000,73,2,1,1,0,7,8,8,0.5,0.128,0.21661,0
12294,43,2000,73,2,0,1,0,7,8,8,0.07,0.128,0.21661,0
12294,43,2000,73,2,0,1,0,7,8,8,0.14,0.128,0.21661,0
12294,43,2000,73,2,1,1,0,7,8,8,0,0.128,0.21661,0
12294,43,2000,73,2,0,1,0,7,8,8,0.07,0.128,0.21661,0
12294,43,2000,73,2,1,1,0,7,8,8,0,0.128,0.21661,0
12294,43,2000,73,2,0,1,0,7,8,8,0.07,0.128,0.21661,0
12297,46,26000,45,1,1,1,1,9,9,9,0.29,0.624,0.522092,1
12297,46,26000,45,1,1,1,1,9,9,9,1.4,0.624,0.522092,1
12297,46,26000,45,1,1,1,1,9,9,9,0.93,0.624,0.522092,1
12297,46,26000,45,1,0,1,1,9,9,9,0.07,0.624,0.522092,1
12297,46,26000,45,1,1,1,1,9,9,9,0.29,0.624,0.522092,1
12297,46,26000,45,1,0,1,1,9,9,9,0.07,0.624,0.522092,1
12297,46,26000,45,1,0,1,1,9,9,9,0.07,0.624,0.522092,1
12297,46,26000,45,1,1,1,1,9,9,9,0.21,0.624,0.522092,1
12299,49,81500,57,2,1,1,1,6,9,10,0.64,0.285,0.261206,0
12299,49,81500,57,2,1,1,1,6,9,10,0.64,0.285,0.261206,0
12299,49,81500,57,2,2,1,1,6,9,10,0.36,0.285,0.261206,0
12299,49,81500,57,2,1,1,1,6,9,10,0.36,0.285,0.261206,0
12299,49,81500,57,2,0,1,1,6,9,10,0,0.285,0.261206,0
12299,49,81500,57,2,2,1,1,6,9,10,0.21,0.285,0.261206,0
12299,49,81500,57,2,0,1,1,6,9,10,0.07,0.285,0.261206,0
12299,49,81500,57,2,0,1,1,6,9,10,0,0.285,0.261206,0
12304,31,21000,82,2,0,1,1,8,7,7,0,0.02625,0.052082,0
12304,31,21000,82,2,0,1,1,8,7,7,0,0.02625,0.052082,0
12304,31,21000,82,2,1,1,1,8,7,7,0,0.02625,0.052082,0
12304,31,21000,82,2,0,1,1,8,7,7,0.07,0.02625,0.052082,0
12304,31,21000,82,2,0,1,1,8,7,7,0.14,0.02625,0.052082,0
12304,31,21000,82,2,0,1,1,8,7,7,0,0.02625,0.052082,0
12304,31,21000,82,2,0,1,1,8,7,7,0,0.02625,0.052082,0
12304,31,21000,82,2,0,1,1,8,7,7,0,0.02625,0.052082,0
12310,36,43750,54,1,0,1,0,8,7,7,0,0.08,0.172627,1
12310,36,43750,54,1,1,1,0,8,7,7,0.5,0.08,0.172627,1
12310,36,43750,54,1,0,1,0,8,7,7,0,0.08,0.172627,1
12310,36,43750,54,1,0,1,0,8,7,7,0,0.08,0.172627,1
12310,36,43750,54,1,0,1,0,8,7,7,0,0.08,0.172627,1
12310,36,43750,54,1,1,1,0,8,7,7,0.07,0.08,0.172627,1
12310,36,43750,54,1,0,1,0,8,7,7,0.07,0.08,0.172627,1
12310,36,43750,54,1,1,1,0,8,7,7,0,0.08,0.172627,1
12314,33,3e+05,56,2,0,1,1,7,9,9,0.07,0,0,0
12314,33,3e+05,56,2,0,1,1,7,9,9,0,0,0,0
12314,33,3e+05,56,2,0,1,1,7,9,9,0,0,0,0
12314,33,3e+05,56,2,0,1,1,7,9,9,0,0,0,0
12314,33,3e+05,56,2,0,1,1,7,9,9,0,0,0,0
12314,33,3e+05,56,2,0,1,1,7,9,9,0.07,0,0,0
12314,33,3e+05,56,2,0,1,1,7,9,9,0,0,0,0
12314,33,3e+05,56,2,2,1,1,7,9,9,0,0,0,0
12315,31,11000,71,1,0,1,0,4,7,6,0.14,0.1875,0.110292,1
12315,31,11000,71,1,1,1,0,4,7,6,0.14,0.1875,0.110292,1
12315,31,11000,71,1,0,1,0,4,7,6,0.07,0.1875,0.110292,1
12315,31,11000,71,1,0,1,0,4,7,6,0.36,0.1875,0.110292,1
12315,31,11000,71,1,0,1,0,4,7,6,0.29,0.1875,0.110292,1
12315,31,11000,71,1,0,1,0,4,7,6,0.29,0.1875,0.110292,1
12315,31,11000,71,1,0,1,0,4,7,6,0.14,0.1875,0.110292,1
12315,31,11000,71,1,0,1,0,4,7,6,0.07,0.1875,0.110292,1
12322,23,70000,45,2,0,1,1,6,8,9,0,0,0,0
12322,23,70000,45,2,2,1,1,6,8,9,0,0,0,0
12322,23,70000,45,2,0,1,1,6,8,9,0,0,0,0
12322,23,70000,45,2,0,1,1,6,8,9,0,0,0,0
12322,23,70000,45,2,0,1,1,6,8,9,0,0,0,0
12322,23,70000,45,2,0,1,1,6,8,9,0,0,0,0
